Word,FREQcount
george,69441
bag,69186
history,69119
blue,68839
near,68790
broke,68629
station,68571
seriously,68524
forever,68510
david,68505
frank,68472
except,68440
thinks,68354
message,68305
entire,68282
joe,68244
table,67702
talked,67666
across,67595
rock,67361
lovely,67236
handle,67089
middle,66734
buddy,66718
paid,66526
protect,66508
using,66503
floor,66456
ran,66177
swear,66157
spend,66119
situation,66029
ring,66018
anywhere,65981
dangerous,65974
bill,65959
york,65880
army,65795
lead,65756
bought,65752
finished,65659
fair,65474
sun,65448
letter,65448
fool,65432
attention,65421
club,65275
simple,65090
interesting,65082
space,64991
test,64969
box,64788
group,64761
single,64614
sitting,64521
marriage,64465
join,64456
fear,64352
peace,64262
forgot,64169
force,63737
short,63714
normal,63676
charlie,63672
present,63307
enjoy,63294
mike,63219
crime,63084
horse,62923
ground,62860
american,62835
count,62763
area,62755
charge,62746
honor,62722
lunch,62582
miles,62523
radio,62502
idiot,62357
ball,62325
surprise,62170
paper,62166
key,62153
boat,62148
quickly,62072
gold,61935
bar,61927
fish,61813
mark,61805
tom,61785
wearing,61749
crying,61698
accident,61671
government,61646
eight,61400
fell,61371
cover,61052
certain,61050
interested,61029
deep,60938
star,60903
sea,60812
agree,60716
detective,60633
problems,60633
prison,60581
major,60560
stick,60548
offer,60444
difficult,60404
smart,60397
personal,60381
record,60360
stopped,60200
hide,60133
whether,59993
bank,59962
trip,59906
relax,59715
america,59703
public,59687
list,59557
afternoon,59466
brain,59464
fix,59349
bastard,59332
proud,59309
tea,59277
service,59277
screaming,59151
forward,59064
angry,58748
park,58713
soul,58677
fighting,58657
peter,58654
rich,58651
agent,58608
blow,58531
paul,58529
dress,58429
mary,58366
missed,58324
scene,58017
killing,57890
standing,57866
saved,57667
respect,57647
killer,57555
ice,57545
mess,57542
tough,57486
feels,57388
church,57254
sad,57179
cell,57033
drunk,56919
share,56854
camera,56757
within,56709
card,56659
fly,56595
ben,56502
girlfriend,56475
laugh,56460
smell,56399
broken,56391
mum,56281
honest,56234
often,55998
starting,55979
calls,55940
spent,55836
third,55750
english,55677
visit,55638
mama,55372
judge,55336
window,55285
hungry,55259
dare,55131
relationship,55128
moved,55096
prove,55079
private,54978
wall,54813
seat,54615
position,54449
lieutenant,54321
realize,54306
especially,54148
machine,54140
walking,54115
art,54096
pleasure,54085
bloody,54026
college,53933
french,53911
involved,53718
cry,53674
became,53603
lived,53550
impossible,53527
obviously,53527
neither,53452
accept,53291
boyfriend,53124
besides,53110
queen,53006
teacher,53004
cops,52981
sake,52827
loves,52751
carry,52734
teach,52731
apartment,52714
upset,52565
green,52557
liked,52485
cute,52240
evil,52175
professor,52026
contact,51750
joke,51728
cop,51701
huge,51581
holy,51499
store,51492
jail,51429
likes,51334
lawyer,51332
doubt,51287
continue,51279
appreciate,51258
cat,51175
shop,50976
driving,50866
congratulations,50847
wrote,50800
village,50792
quit,50649
field,50617
james,50562
wine,50522
decision,50446
south,50364
sleeping,50357
slow,50276
laughter,50196
island,50107
glass,50103
beginning,50069
cash,49976
dying,49963
hundred,49823
whose,49808
difference,49743
plane,49704
push,49690
continues,49684
mmm,49655
singing,49144
eating,49119
north,49107
mrs,49087
tree,49017
madam,48931
gift,48891
truck,48807
putting,48797
bear,48674
board,48666
grab,48653
beer,48641
stuck,48497
magic,48484
support,48351
rules,48345
grunts,48253
partner,48247
reach,48221
wind,48063
colonel,48036
immediately,47938
max,47938
seconds,47936
thousand,47934
gives,47900
experience,47824
cheers,47819
victim,47739
upon,47699
computer,47672
christ,47650
planet,47564
promised,47559
bus,47534
henry,47491
dirty,47462
search,47439
staying,47241
dreams,47210
arrest,46994
holding,46938
suddenly,46833
usually,46770
lots,46570
shoes,46490
jump,46358
rid,46242
knock,46228
owe,46153
harry,46028
grow,46010
worst,45845
river,45834
aunt,45834
patient,45828
kitchen,45812
aah,45774
fat,45737
passed,45678
final,45614
summer,45611
bob,45572
listening,45564
escape,45553
everywhere,45430
moon,45422
arms,45390
turns,45374
address,45332
match,45223
gasps,45214
grand,45183
yep,45096
shh,44939
nervous,44913
choose,44853
themselves,44832
decide,44806
mate,44782
drinking,44770
press,44624
bother,44619
foot,44588
hadn,44545
blame,44534
crap,44529
drugs,44516
type,44489
rings,44331
mission,44289
named,44264
heaven,44231
picked,44114
paris,44110
race,44089
risk,44005
books,43897
further,43839
danny,43801
action,43798
allowed,43797
orders,43786
learned,43716
price,43671
arrived,43640
nick,43636
otherwise,43596
pictures,43550
fit,43502
smoke,43421
favor,43370
played,43357
notice,43315
awesome,43298
smile,43295
director,43294
guard,43270
begin,43130
spot,43079
surprised,43018
innocent,42962
narrator,42916
herself,42884
london,42880
feelings,42843
enemy,42799
battle,42785
ourselves,42731
alex,42710
dollars,42705
allow,42649
nine,42538
gay,42536
department,42487
guilty,42459
apart,42417
earlier,42407
duty,42329
jim,42323
suit,42315
bell,42299
west,42219
legs,42152
hero,42093
destroy,42078
stage,42074
bunch,42064
according,42026
chicken,41996
bigger,41873
grunting,41866
low,41837
helping,41832
admit,41817
closed,41801
names,41772
witness,41753
upstairs,41732
arm,41726
steal,41720
jimmy,41706
kick,41697
twice,41693
cross,41692
ways,41675
sergeant,41650
indeed,41591
gas,41535
keeping,41371
pregnant,41290
energy,41290
waste,41240
helped,41235
fired,41193
favorite,41153
tony,41145
taste,41080
locked,41079
places,41041
writing,41035
adam,41028
brothers,41025
starts,41012
prince,40914
form,40833
sold,40796
silly,40758
mention,40753
build,40738
throat,40719
hole,40658
figured,40590
track,40578
ringing,40518
lock,40462
leg,40449
above,40388
hiding,40387
steve,40377
seemed,40343
breakfast,40285
engine,40282
written,40246
complete,40210
video,40195
applause,40194
however,40098
pressure,40065
fresh,40049
weapon,40033
sky,39986
stole,39897
study,39882
burn,39874
reading,39869
crowd,39856
treat,39803
roll,39791
double,39770
spirit,39556
danger,39518
cost,39485
empty,39482
level,39476
memory,39331
itself,39330
acting,39326
interest,39252
nose,39194
plans,39142
following,39136
bathroom,39095
built,39041
closer,39022
ray,38995
sarah,38933
band,38918
groans,38867
apparently,38705
excited,38640
richard,38625
losing,38585
animals,38518
flight,38504
nature,38496
raise,38449
pop,38419
client,38407
bomb,38395
neck,38371
suspect,38365
warm,38355
extra,38335
bottle,38229
van,38223
heavy,38220
mommy,38167
dogs,38164
wild,38162
ridiculous,38121
simply,38100
lee,38047
animal,38036
showed,38007
billy,37951
keeps,37914
shooting,37914
camp,37907
guns,37893
medical,37844
shame,37793
hoping,37769
whom,37735
bird,37711
majesty,37699
flowers,37699
famous,37634
asleep,37535
beauty,37515
driver,37474
keys,37443
rain,37417
awful,37405
large,37373
local,37344
deserve,37283
goddamn,37270
stone,37203
jane,37198
grace,37180
consider,37165
weekend,37115
wondering,37023
lay,36984
plenty,36941
willing,36938
pants,36916
sweetheart,36907
skin,36861
excellent,36849
asshole,36844
beach,36841
faith,36815
beg,36807
fuckin,36802
responsible,36781
military,36733
cheering,36723
opportunity,36711
common,36698
bottom,36680
german,36610
whoever,36535
cook,36531
walked,36528
papers,36502
justice,36481
hall,36354
commander,36345
drug,36316
main,36292
knife,36197
devil,36189
necessary,36124
princess,36046
although,36046
lights,36039
flying,36023
dick,35996
rose,35942
knowing,35876
clearly,35837
hat,35828
agreed,35752
johnny,35735
corner,35734
code,35711
note,35701
tommy,35690
due,35669
correct,35595
apologize,35587
language,35569
stars,35549
faster,35547
cars,35472
folks,35431
bullshit,35397
fellow,35335
several,35232
grandma,35216
shows,35209
leader,35155
leaves,35150
restaurant,35126
east,35109
shouting,35108
blind,35066
ghost,35051
cup,35016
gotten,35001
tight,34972
conversation,34935
tells,34873
lies,34827
nor,34821
pulled,34816
hanging,34808
speed,34794
stories,34792
health,34788
advice,34773
held,34733
murdered,34599
beyond,34595
rule,34517
hardly,34482
inspector,34442
possibly,34442
cousin,34395
trial,34375
emergency,34359
ought,34342
eddie,34314
somehow,34291
hearing,34211
states,34128
account,34088
spoke,34035
file,33969
understood,33953
angel,33922
tape,33904
milk,33863
powerful,33854
weapons,33779
manager,33775
practice,33775
pardon,33755
vote,33737
jake,33704
national,33697
career,33682
minister,33653
super,33639
taught,33613
robert,33595
biggest,33564
plays,33550
natural,33540
dancing,33491
copy,33489
plus,33414
martin,33293
cake,33256
freedom,33196
among,33190
breath,33176
operation,33161
chris,33139
crew,33113
challenge,33099
market,33081
meat,33050
towards,33032
bringing,33020
dropped,32997
student,32987
lied,32979
strength,32950
breathe,32841
size,32841
color,32837
monster,32819
loud,32757
photo,32757
nearly,32730
sight,32715
greatest,32692
games,32623
bridge,32588
dressed,32547
arrested,32506
horrible,32492
coach,32471
planning,32400
checked,32333
breaking,32321
noticed,32301
fantastic,32288
screams,32273
serve,32190
ideas,32182
investigation,32178
center,32146
older,32130
pack,32110
soldiers,32098
nonsense,32097
doc,32073
project,32040
training,31973
example,31952
trick,31937
prepared,31857
science,31833
united,31812
travel,31791
incredible,31786
grandpa,31767
paying,31696
character,31657
teeth,31615
criminal,31574
charles,31567
chinese,31561
truly,31514
honestly,31501
bro,31473
survive,31440
bobby,31434
target,31415
feed,31409
nurse,31406
fake,31355
records,31339
breathing,31306
sweetie,31295
numbers,31285
oil,31269
suicide,31261
belong,31225
whoo,31217
perfectly,31201
amy,31193
forgotten,31150
remain,31135
original,31108
papa,31095
onto,31052
concerned,31047
credit,31029
ugh,31008
invited,30993
discuss,30922
research,30907
easier,30876
view,30874
chair,30826
hurts,30804
strike,30801
roger,30768
fill,30683
condition,30624
mountain,30565
nowhere,30470
sheriff,30458
kim,30447
turning,30420
brown,30395
recognize,30366
heads,30350
audience,30335
jealous,30274
pretend,30225
society,30208
finding,30196
shirt,30183
comfortable,30156
meaning,30144
guest,30128
pieces,30122
dry,30102
letting,30057
began,30049
aye,30029
jeff,29984
female,29953
release,29892
cards,29871
pray,29862
unfortunately,29849
balls,29799
destroyed,29789
ended,29775
universe,29765
prepare,29762
opinion,29749
movies,29742
soldier,29719
wash,29707
program,29668
heat,29645
usual,29636
ticket,29625
stolen,29618
prefer,29606
aware,29598
surely,29565
male,29548
base,29547
matters,29539
lift,29528
lab,29504
command,29479
proof,29430
cream,29378
selling,29357
believed,29337
create,29323
afford,29290
sunday,29282
total,29264
dumb,29229
threw,29223
france,29172
birth,29167
created,29134
realized,29081
british,29069
noise,29049
nuts,29037
students,29034
birds,29028
social,28990
brilliant,28972
bodies,28945
tie,28920
opened,28868
ours,28853
bucks,28842
kevin,28773
mister,28739
ugly,28713
ryan,28655
focus,28619
dan,28601
opens,28532
exist,28526
followed,28510
england,28505
draw,28503
purpose,28471
letters,28465
daniel,28404
opening,28386
bullet,28377
anna,28373
lately,28340
stayed,28309
falling,28291
season,28290
ends,28242
suggest,28213
joy,28200
distance,28199
responsibility,28183
whenever,28151
issue,28140
thousands,27986
process,27930
sword,27928
shower,27901
weak,27884
fucked,27883
lonely,27863
happiness,27844
eric,27842
tiny,27829
desk,27820
pool,27818
property,27815
forced,27813
settle,27798
indistinct,27777
weight,27761
received,27728
gang,27722
bite,27719
friday,27696
disappeared,27695
interview,27692
expecting,27676
kinda,27662
surgery,27630
horses,27542
mayor,27530
babe,27518
ancient,27510
handsome,27462
thomas,27442
saturday,27434
staff,27397
lines,27383
unit,27376
fan,27372
gentleman,27345
introduce,27302
fate,27299
split,27273
recently,27204
expected,27140
add,27132
ordered,27127
slowly,27121
alarm,27116
member,27112
slept,27077
signed,27074
enter,27074
spanish,27061
garden,27044
brings,27005
brave,26990
pig,26989
model,26977
finger,26967
medicine,26958
access,26937
failed,26879
flat,26848
easily,26840
discovered,26836
based,26829
screw,26824
insane,26788
cares,26777
weather,26740
fingers,26736
san,26690
scott,26686
path,26681
soft,26642
harm,26574
style,26569
community,26540
sees,26505
basically,26461
signal,26438
nope,26427
spare,26393
speech,26393
covered,26386
shake,26384
loose,26356
snow,26308
russian,26288
lake,26265
bright,26241
roof,26204
ohh,26185
sending,26184
paint,26174
remind,26171
pal,26163
naked,26122
post,26113
sugar,26110
heading,26098
streets,26067
damage,26061
silence,26053
doors,26020
pete,26016
success,25989
wet,25987
nah,25962
amount,25945
members,25937
kate,25931
manage,25874
safety,25861
returned,25860
harder,25812
fbi,25798
showing,25785
block,25785
fancy,25771
chef,25754
contract,25746
dig,25698
chest,25688
drinks,25643
dave,25633
buried,25623
brian,25604
trade,25560
journey,25518
stomach,25500
changes,25456
details,25451
thoughts,25436
divorce,25433
funeral,25423
maria,25422
reality,25398
football,25398
theory,25360
gosh,25335
ruined,25312
gate,25308
william,25303
spread,25291
outta,25290
japanese,25288
sudden,25262
coat,25261
sooner,25236
cheese,25222
larry,25197
spring,25184
page,25183
ears,25168
simon,25165
castle,25150
storm,25143
hidden,25143
cos,25116
personally,25058
artist,25056
hill,25054
exciting,25052
permission,24999
jerry,24979
expensive,24978
tickets,24973
forest,24943
barely,24909
eggs,24897
goin,24873
regret,24846
lesson,24843
lover,24842
bread,24828
andy,24822
subject,24820
legal,24785
growing,24779
ill,24763
jason,24753
mood,24739
owner,24722
caused,24686
beeping,24670
points,24659
dating,24645
loss,24625
secretary,24623
revenge,24565
santa,24532
likely,24527
rent,24451
connection,24450
assistant,24449
reasons,24431
yelling,24425
painting,24401
trees,24400
doctors,24380
rush,24375
rough,24370
foreign,24370
century,24363
murderer,24363
nights,24324
pair,24293
runs,24284
pocket,24261
farm,24254
matt,24245
bike,24233
obvious,24230
ate,24218
grew,24208
professional,24205
tim,24197
goodness,24190
parts,24186
alan,24104
university,24079
square,24077
grandfather,24064
europe,24042
genius,24032
cases,24023
ruin,24008
winter,24005
tongue,24001
memories,24000
buying,23941
cancer,23935
clock,23907
ocean,23905
dna,23889
liar,23882
tour,23875
thief,23870
bleep,23861
lisa,23839
rights,23824
including,23813
competition,23805
smith,23799
planned,23797
emily,23792
boring,23737
victims,23737
mentioned,23716
bones,23635
plant,23599
bless,23587
warning,23583
knocking,23577
crash,23547
bedroom,23542
lower,23529
silver,23523
groaning,23492
madame,23490
defense,23479
results,23478
toilet,23467
event,23463
complicated,23462
shape,23460
priest,23453
royal,23448
cheap,23430
romantic,23427
downstairs,23403
invite,23394
fortune,23379
tears,23377
avoid,23374
reached,23358
higher,23354
familiar,23348
telephone,23343
burning,23326
filled,23319
kelly,23313
alice,23311
airport,23293
jobs,23268
grown,23266
walter,23260
rachel,23258
giant,23227
insurance,23218
woods,23211
scare,23192
period,23158
pleased,23158
political,23126
player,23087
stops,23086
secrets,23070
laura,23050
repeat,23036
photos,23035
finds,23019
statement,22990
suck,22982
younger,22961
china,22926
humans,22912
delicious,22901
particular,22890
proper,22889
rome,22884
belongs,22870
attacked,22868
bath,22866
hired,22838
site,22834
knowledge,22822
led,22806
guests,22805
celebrate,22764
map,22726
horn,22716
eventually,22679
pity,22667
powers,22649
ashamed,22623
assume,22616
glasses,22604
rise,22596
fixed,22575
request,22533
officers,22496
pounds,22483
data,22478
carefully,22477
per,22472
depends,22413
jury,22389
waited,22384
positive,22369
attorney,22345
direction,22341
families,22338
doin,22289
forces,22284
location,22282
walls,22247
useless,22228
grant,22210
saving,22196
speaks,22181
fought,22170
meal,22145
deliver,22124
answers,22116
changing,22102
temple,22036
scary,22035
millions,22009
offered,21983
regular,21961
carrying,21905
official,21871
jacket,21863
switch,21862
grave,21831
chase,21830
role,21813
odd,21790
sexy,21774
faces,21771
becomes,21768
closes,21761
badly,21750
confused,21737
tall,21737
affair,21719
television,21718
shock,21717
raised,21712
panting,21711
pizza,21677
image,21669
clears,21657
golden,21644
patients,21543
watched,21542
committed,21517
sexual,21499
suffer,21496
arthur,21491
wherever,21483
plate,21466
appear,21449
chocolate,21440
clever,21429
mercy,21410
shots,21399
lucy,21366
dealing,21356
trap,21352
charges,21347
phil,21338
bang,21327
poison,21323
butt,21314
drove,21309
yourselves,21282
headed,21258
babies,21235
yellow,21226
soup,21202
mystery,21181
picking,21173
sat,21163
wound,21144
traffic,21084
courage,21070
hunt,21068
indian,21049
rat,21042
terms,21034
italian,21021
emma,21005
checking,20978
disease,20973
managed,20964
winner,20958
council,20941
appointment,20930
monday,20923
crack,20916
threat,20913
jenny,20899
physical,20898
nation,20894
source,20892
chose,20888
healthy,20853
carl,20851
victory,20846
rick,20835
stood,20827
kicked,20800
annie,20794
disgusting,20786
palace,20785
below,20771
shopping,20754
neighborhood,20746
march,20744
lips,20725
midnight,20723
piss,20720
advantage,20711
pure,20685
india,20682
aside,20677
jerk,20633
mail,20627
dawn,20598
effect,20595
spell,20592
freak,20578
wood,20570
screwed,20566
enemies,20563
gary,20553
awake,20552
chuckling,20547
vacation,20544
violence,20527
leo,20521
grandmother,20515
modern,20496
luke,20488
firm,20482
prime,20480
heh,20476
touched,20462
talent,20450
whore,20444
piano,20426
license,20413
cooking,20410
honour,20377
concern,20376
moves,20349
available,20347
factory,20341
gods,20335
value,20324
central,20322
union,20316
mirror,20313
studio,20312
media,20306
taxi,20268
dies,20261
iron,20252
hearts,20232
desire,20229
rob,20228
claire,20226
fred,20224
songs,20215
washington,20212
monkey,20211
pride,20205
pills,20181
miracle,20179
swim,20171
burned,20170
smells,20103
joking,20073
christian,20041
bleeding,20017
hook,20015
beating,20006
protection,19995
treatment,19950
ear,19950
carter,19940
metal,19938
disappear,19933
grateful,19921
extremely,19901
treasure,19899
rescue,19892
capable,19848
passing,19834
chatter,19834
result,19823
suffering,19819
sisters,19817
laid,19791
governor,19790
guards,19757
louis,19754
text,19730
literally,19728
becoming,19723
remove,19723
stronger,19713
performance,19713
rate,19700
deeply,19685
scream,19681
desert,19666
vehicle,19664
illegal,19658
pulling,19630
throwing,19613
josh,19609
unbelievable,19591
ted,19583
zero,19582
dean,19581
curious,19576
sean,19572
candy,19571
bone,19546
tied,19530
edge,19515
load,19510
susan,19462
ahh,19459
mountains,19451
boom,19432
former,19422
holiday,19399
riding,19398
scoffs,19383
hundreds,19379
motherfucker,19379
sue,19375
bags,19374
stealing,19327
appears,19313
arrive,19306
remains,19299
decent,19294
issues,19278
tip,19263
fail,19258
bride,19249
pissed,19247
penny,19236
claim,19233
friendship,19225
desperate,19211
flower,19199
dramatic,19189
refuse,19168
solve,19166
theme,19163
properly,19152
loving,19152
dragon,19123
mostly,19116
chuck,19107
directly,19104
surface,19100
false,19075
cast,19073
junior,19055
hunting,19043
silent,19042
thou,19007
egg,19000
germany,18972
punch,18951
africa,18950
woke,18947
intelligence,18945
borrow,18900
winning,18898
falls,18897
popular,18896
escaped,18891
witch,18890
convinced,18875
warn,18847
announcer,18839
champagne,18824
dust,18820
kyle,18807
someday,18800
fallen,18795
stranger,18791
presence,18788
tear,18766
internet,18765
monsieur,18763
therefore,18733
technology,18679
tires,18678
toast,18638
wise,18634
clark,18625
notes,18614
americans,18614
smoking,18610
hank,18609
april,18608
wolf,18566
rooms,18562
precious,18562
coast,18547
treated,18542
material,18538
released,18533
uniform,18533
hated,18529
considered,18518
rice,18503
exchange,18494
steps,18492
blake,18491
convince,18445
beast,18414
cow,18392
files,18385
signs,18381
drag,18380
cab,18379
hung,18378
carried,18366
ordinary,18352
successful,18352
eve,18346
mistakes,18340
houses,18338
chattering,18327
brains,18320
japan,18308
